0,0.000000e+00 ,0.1,0.2,0.029954720999999997,0.059943119999999996,0.08992503,0.11999505,0.1499964,0.17999421,0.20997324,0.23992026,0.26998887000000005,0.29999871,0.3299991,0.3599856,0.38994989999999996,0.4199727,0.44998140000000003,0.4799799,0.5099684999999999,0.5399484,0.5699964,0.6000000000000001
517,0.009984907,0.029954721,,,,,,,,,,,,,,,,,,,,,
901,0.01998104,0.05994312,,,,,,,,,,,,,,,,,,,,,
1279,0.02997501,0.08992503,,,,,,,,,,,,,,,,,,,,,
1655,0.03999835,0.11999505,,,,,,,,,,,,,,,,,,,,,
2030,0.0499988,0.1499964,,,,,,,,,,,,,,,,,,,,,
2404,0.05999807,0.17999421,,,,,,,,,,,,,,,,,,,,,
2777,0.06999108,0.20997324,,,,,,,,,,,,,,,,,,,,,
3149,0.07997342,0.23992026,,,,,,,,,,,,,,,,,,,,,
3522,0.08999629,0.26998887000000005,,,,,,,,,,,,,,,,,,,,,
3894,0.09999957,0.29999871,,,,,,,,,,,,,,,,,,,,,
4266,0.1099997,0.3299991,,,,,,,,,,,,,,,,,,,,,
4638,0.1199952,0.35998559999999996,,,,,,,,,,,,,,,,,,,,,
5010,0.1299833,0.3899499,,,,,,,,,,,,,,,,,,,,,
5383,0.1399909,0.4199727,,,,,,,,,,,,,,,,,,,,,
5756,0.14999379999999998,0.4499814,,,,,,,,,,,,,,,,,,,,,
6129,0.1599933,0.4799799,,,,,,,,,,,,,,,,,,,,,
6502,0.1699895,0.5099684999999999,,,,,,,,,,,,,,,,,,,,,
6875,0.1799828,0.5399484,,,,,,,,,,,,,,,,,,,,,
7251,0.1899988,0.5699964,,,,,,,,,,,,,,,,,,,,,
7626,0.2,0.6000000000000001,,,,,,,,,,,,,,,,,,,,,
